Time: 1639085504.1321008, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2.0
Time: 1639089702.0186825, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639089702.0233257, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639089702.027968, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639089702.0375166, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639089702.0426927, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639089702.0642645, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639089702.0752254, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639089767.456331, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639089767.4880216, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639089767.5006297, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639089767.5110123, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639089767.5230107, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639089767.5316107, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639089767.5426426, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639089767.5534391, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639089767.5607812, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639089767.6009994, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639089767.6110632, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639089767.6228483, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639089767.6515853, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639089767.6630533, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639089767.6690042, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639089767.6799932, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639089767.6879017, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639089767.7171195, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639089767.7276123, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639089767.7346401, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639089767.7437892, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639089767.7510931, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639089767.7591374, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639089767.7652318, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639089767.775834, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639089767.7827857, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639089767.809316, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639089767.8195186, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639089767.826403, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639089767.8374248, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639089767.844577, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639089767.8542337, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639089767.8610394, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639089767.87074, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639089767.8818939, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639090238.0177984, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639090238.0300372, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639090238.040406, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639090238.0475013, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639090238.059256, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639090238.0737445, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639090238.086902, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639090238.0944073, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639090238.104311, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639090461.3501377, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 2
Time: 1639090461.3635323, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 4
Time: 1639090461.4008157, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 6
Time: 1639090461.4189825, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 8
Time: 1639090461.4294033, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 10
Time: 1639090461.4388027, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 12
Time: 1639090461.4514563, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 14
Time: 1639090461.4623885, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 16
Time: 1639090461.4687428, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 18
Time: 1639090461.511911, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639090461.5247552, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639090461.5326302, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639090461.5545797, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639090461.565414, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639090461.5767105, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639090461.5867107, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639090461.5930176, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639090461.6170697, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639090461.627754, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639090461.640868, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639090461.6511562, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639090461.6617875, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639090461.66896, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639090461.6800768, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639090461.6871448, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639090461.6987112, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639090461.729567, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639090461.7416356, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639090461.748632, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639090461.760484, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639090461.773313, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639090461.7813022, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639090461.792769, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639090461.8034818, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639090461.8101976, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
Time: 1639090505.069897, File: /opt/project/inputs/addition.csv, Record Number: 0, Operation: add, Result: 3.0
Time: 1639090505.637828, File: /opt/project/inputs/addition.csv, Record Number: 1, Operation: add, Result: 6.0
Time: 1639090506.5268486, File: /opt/project/inputs/addition.csv, Record Number: 2, Operation: add, Result: 9.0
Time: 1639090506.5420618, File: /opt/project/inputs/addition.csv, Record Number: 3, Operation: add, Result: 12.0
Time: 1639090506.5575078, File: /opt/project/inputs/addition.csv, Record Number: 4, Operation: add, Result: 15.0
Time: 1639090506.571722, File: /opt/project/inputs/addition.csv, Record Number: 5, Operation: add, Result: 18.0
Time: 1639090506.580341, File: /opt/project/inputs/addition.csv, Record Number: 6, Operation: add, Result: 21.0
Time: 1639090506.598823, File: /opt/project/inputs/addition.csv, Record Number: 7, Operation: add, Result: 24.0
Time: 1639090506.6160502, File: /opt/project/inputs/addition.csv, Record Number: 8, Operation: add, Result: 27.0
Time: 1639090506.6644921, File: /opt/project/inputs/division.csv, Record Number: 0, Operation: divide, Result: 2.0
Time: 1639090506.6739717, File: /opt/project/inputs/division.csv, Record Number: 1, Operation: divide, Result: 2.0
Time: 1639090506.68464, File: /opt/project/inputs/division.csv, Record Number: 2, Operation: divide, Result: 2.6666666666666665
Time: 1639090506.7069902, File: /opt/project/inputs/division.csv, Record Number: 4, Operation: divide, Result: 6.4
Time: 1639090506.7189088, File: /opt/project/inputs/division.csv, Record Number: 5, Operation: divide, Result: 10.666666666666666
Time: 1639090506.7303836, File: /opt/project/inputs/division.csv, Record Number: 6, Operation: divide, Result: 18.285714285714285
Time: 1639090506.74038, File: /opt/project/inputs/division.csv, Record Number: 7, Operation: divide, Result: 32.0
Time: 1639090506.7480817, File: /opt/project/inputs/division.csv, Record Number: 8, Operation: divide, Result: 56.888888888888886
Time: 1639090506.7764497, File: /opt/project/inputs/multiplication.csv, Record Number: 0, Operation: multiply, Result: 2
Time: 1639090506.7879245, File: /opt/project/inputs/multiplication.csv, Record Number: 1, Operation: multiply, Result: 8
Time: 1639090506.794791, File: /opt/project/inputs/multiplication.csv, Record Number: 2, Operation: multiply, Result: 18
Time: 1639090506.806915, File: /opt/project/inputs/multiplication.csv, Record Number: 3, Operation: multiply, Result: 32
Time: 1639090506.814505, File: /opt/project/inputs/multiplication.csv, Record Number: 4, Operation: multiply, Result: 50
Time: 1639090506.8258932, File: /opt/project/inputs/multiplication.csv, Record Number: 5, Operation: multiply, Result: 72
Time: 1639090506.8396575, File: /opt/project/inputs/multiplication.csv, Record Number: 6, Operation: multiply, Result: 98
Time: 1639090506.850122, File: /opt/project/inputs/multiplication.csv, Record Number: 7, Operation: multiply, Result: 128
Time: 1639090506.8566475, File: /opt/project/inputs/multiplication.csv, Record Number: 8, Operation: multiply, Result: 162
Time: 1639090506.892297, File: /opt/project/inputs/subtraction.csv, Record Number: 0, Operation: subtract, Result: 1
Time: 1639090506.907704, File: /opt/project/inputs/subtraction.csv, Record Number: 1, Operation: subtract, Result: 2
Time: 1639090506.9200249, File: /opt/project/inputs/subtraction.csv, Record Number: 2, Operation: subtract, Result: 3
Time: 1639090506.9298954, File: /opt/project/inputs/subtraction.csv, Record Number: 3, Operation: subtract, Result: 4
Time: 1639090506.936441, File: /opt/project/inputs/subtraction.csv, Record Number: 4, Operation: subtract, Result: 5
Time: 1639090506.9492304, File: /opt/project/inputs/subtraction.csv, Record Number: 5, Operation: subtract, Result: 6
Time: 1639090506.9661808, File: /opt/project/inputs/subtraction.csv, Record Number: 6, Operation: subtract, Result: 7
Time: 1639090506.9769473, File: /opt/project/inputs/subtraction.csv, Record Number: 7, Operation: subtract, Result: 8
Time: 1639090506.9838922, File: /opt/project/inputs/subtraction.csv, Record Number: 8, Operation: subtract, Result: 9
